,age,capital.gain,capital.loss,education,education.num,fnlwgt,hours.per.week,income,marital.status,native.country,occupation,race,relationship,sex,workclass
15319,30,0,0,Some-college,10,158002,55,0,Never-married,Ecuador,Craft-repair,White,Other-relative,Male,Private
15320,53,0,0,Bachelors,13,35305,57,0,Divorced,United-States,Prof-specialty,White,Unmarried,Female,Local-gov
15321,25,0,0,1st-4th,2,195994,40,0,Never-married,Guatemala,Priv-house-serv,White,Not-in-family,Female,Private
15322,44,0,0,HS-grad,9,321824,38,0,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,State-gov
15323,22,0,0,Some-college,10,180449,28,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,Private
15324,40,0,0,HS-grad,9,201764,40,0,Divorced,United-States,Craft-repair,White,Not-in-family,Male,Private
15325,30,0,0,7th-8th,4,226535,40,0,Married-civ-spouse,Mexico,Farming-fishing,White,Husband,Male,Self-emp-not-inc
15326,51,0,0,Assoc-voc,11,136121,38,0,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private
15327,17,0,0,11th,7,47199,24,0,Never-married,United-States,Priv-house-serv,White,Own-child,Female,Private
15328,46,0,0,Bachelors,13,215895,40,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov
15329,50,0,0,Some-college,10,24647,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,State-gov
15330,34,0,0,Some-college,10,734193,50,0,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Private
15331,42,0,0,Masters,14,321086,50,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
15332,41,0,0,Bachelors,13,192589,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Federal-gov
15333,32,0,0,Bachelors,13,326283,40,0,Never-married,United-States,Other-service,Other,Unmarried,Male,Private
15334,32,0,0,HS-grad,9,207284,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
15335,47,0,0,Some-college,10,109089,70,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15336,50,0,0,Some-college,10,274528,40,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15337,77,0,0,7th-8th,4,142646,23,0,Widowed,United-States,Priv-house-serv,White,Unmarried,Female,Private
15338,33,0,0,HS-grad,9,180859,40,0,Divorced,United-States,Exec-managerial,White,Not-in-family,Male,Private
15339,47,0,0,HS-grad,9,188610,48,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Self-emp-inc
15340,64,0,0,11th,7,169604,40,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
15341,34,0,0,HS-grad,9,260560,50,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15342,34,0,0,HS-grad,9,188245,35,0,Never-married,United-States,Prof-specialty,Black,Unmarried,Female,Local-gov
15343,37,0,0,HS-grad,9,52465,40,0,Never-married,United-States,Other-service,White,Not-in-family,Male,Local-gov
15344,34,0,0,Bachelors,13,737315,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15345,22,0,0,Some-college,10,195143,29,0,Never-married,United-States,None,White,Own-child,Female,None
15346,50,0,0,Doctorate,16,219420,64,0,Divorced,United-States,Sales,White,Not-in-family,Male,Self-emp-not-inc
15347,60,0,0,Bachelors,13,198170,45,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15348,46,0,0,Bachelors,13,183168,43,0,Divorced,United-States,Prof-specialty,White,Unmarried,Female,Local-gov
15349,43,0,0,HS-grad,9,168412,44,0,Married-civ-spouse,Poland,Sales,White,Other-relative,Female,Private
15350,48,0,0,Masters,14,174386,40,1,Married-civ-spouse,El-Salvador,Prof-specialty,White,Husband,Male,Private
15351,48,0,0,Some-college,10,95661,43,0,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,Private
15352,37,0,0,Some-college,10,468713,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
15353,51,0,0,Masters,14,169112,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15354,52,0,0,Masters,14,74024,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15355,27,0,0,5th-6th,3,110622,20,0,Never-married,Vietnam,Sales,Asian-Pac-Islander,Own-child,Female,Private
15356,43,0,0,Masters,14,33331,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Local-gov
15357,23,0,0,HS-grad,9,181557,25,0,Never-married,United-States,Other-service,Black,Own-child,Male,Private
15358,35,0,0,Some-college,10,146091,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,Private
15359,49,0,0,10th,6,200949,38,0,Never-married,Peru,Other-service,White,Unmarried,Female,Private
15360,51,0,0,Bachelors,13,201560,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Local-gov
15361,71,0,0,HS-grad,9,149386,9,0,Widowed,United-States,Exec-managerial,White,Not-in-family,Male,Federal-gov
15362,63,0,0,HS-grad,9,38352,40,0,Widowed,United-States,Adm-clerical,White,Unmarried,Female,Private
15363,41,0,0,Masters,14,180272,35,0,Never-married,United-States,Prof-specialty,White,Own-child,Female,State-gov
15364,24,0,0,Some-college,10,275421,40,0,Never-married,United-States,Machine-op-inspct,White,Own-child,Female,State-gov
15365,41,0,0,Some-college,10,173051,45,0,Divorced,United-States,Other-service,White,Unmarried,Female,Local-gov
15366,33,0,0,Assoc-acdm,12,167474,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Local-gov
15367,42,0,0,Some-college,10,267138,40,0,Married-civ-spouse,United-States,Craft-repair,Black,Husband,Male,Local-gov
15368,23,0,0,Bachelors,13,135138,40,0,Never-married,United-States,Sales,Asian-Pac-Islander,Own-child,Male,Private
15369,49,0,0,Assoc-voc,11,218357,38,0,Divorced,United-States,Prof-specialty,White,Not-in-family,Female,Private
15370,28,0,0,12th,8,107236,40,0,Married-civ-spouse,United-States,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
15371,31,0,0,5th-6th,3,138416,56,0,Married-civ-spouse,Mexico,Handlers-cleaners,White,Husband,Male,Private
15372,28,0,0,Bachelors,13,154863,35,0,Never-married,United-States,Adm-clerical,Black,Own-child,Male,Private
15373,37,0,0,11th,7,194004,25,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
15374,19,0,0,Some-college,10,339123,40,0,Never-married,United-States,Exec-managerial,White,Own-child,Male,Private
15375,51,0,0,Bachelors,13,548361,26,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Local-gov
15376,25,0,0,Assoc-voc,11,101812,41,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15377,49,0,0,HS-grad,9,127111,50,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
15378,47,0,0,HS-grad,9,171807,45,0,Divorced,United-States,Sales,White,Unmarried,Female,Private
15379,48,0,0,HS-grad,9,40666,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Local-gov
15380,41,0,0,HS-grad,9,340682,40,0,Divorced,United-States,Adm-clerical,White,Not-in-family,Female,Local-gov
15381,32,0,0,HS-grad,9,175052,40,0,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private
15382,26,0,0,HS-grad,9,321629,16,0,Never-married,United-States,None,White,Unmarried,Female,None
15383,46,0,0,HS-grad,9,154405,40,0,Married-civ-spouse,United-States,Handlers-cleaners,Black,Husband,Male,Private
15384,17,0,0,10th,6,108402,20,0,Never-married,United-States,Sales,White,Own-child,Female,Private
15385,34,0,0,11th,7,346275,43,0,Divorced,United-States,Handlers-cleaners,White,Not-in-family,Male,Private
15386,44,0,0,HS-grad,9,42476,30,0,Never-married,United-States,Adm-clerical,White,Other-relative,Female,Private
15387,23,0,0,Assoc-acdm,12,161708,20,0,Never-married,United-States,Other-service,White,Own-child,Female,Private
15388,65,0,0,Some-college,10,137354,20,0,Married-civ-spouse,United-States,None,Asian-Pac-Islander,Husband,Male,None
15389,34,0,0,Bachelors,13,250724,45,0,Married-civ-spouse,Jamaica,Sales,White,Husband,Male,Private
15390,34,0,0,Prof-school,15,149368,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Federal-gov
15391,39,0,0,Assoc-voc,11,154641,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
15392,34,0,0,11th,7,56150,40,0,Never-married,United-States,Transport-moving,White,Unmarried,Male,Private
15393,21,0,0,HS-grad,9,260254,40,0,Never-married,United-States,Craft-repair,White,Not-in-family,Male,Private
15394,53,0,0,7th-8th,4,108083,45,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Private
15395,54,0,0,Masters,14,71344,50,1,Divorced,United-States,Prof-specialty,White,Not-in-family,Male,Self-emp-not-inc
15396,32,0,0,Some-college,10,174215,40,0,Divorced,United-States,Sales,White,Unmarried,Female,Private
15397,39,0,0,Bachelors,13,114366,35,0,Never-married,United-States,Prof-specialty,White,Not-in-family,Male,State-gov
15398,39,0,0,Some-college,10,158962,40,0,Divorced,United-States,Machine-op-inspct,White,Unmarried,Female,Private
15399,29,0,0,HS-grad,9,179498,40,0,Married-civ-spouse,Germany,Exec-managerial,White,Husband,Male,Private
15400,29,0,0,HS-grad,9,31935,40,0,Divorced,United-States,Prof-specialty,White,Not-in-family,Female,Private
15401,43,0,0,HS-grad,9,149909,42,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
15402,20,0,0,Some-college,10,58740,15,0,Never-married,United-States,None,White,Own-child,Male,None
15403,39,0,0,Masters,14,216552,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
15404,45,0,0,Some-college,10,255348,40,0,Divorced,United-States,Exec-managerial,White,Not-in-family,Female,Private
15405,36,0,0,Some-college,10,176050,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
15406,71,0,0,Assoc-voc,11,125101,40,0,Widowed,United-States,None,White,Not-in-family,Female,None
15407,62,0,0,HS-grad,9,197286,40,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
15408,31,0,0,HS-grad,9,159737,58,0,Never-married,United-States,Sales,Black,Unmarried,Female,Private
15409,39,0,0,HS-grad,9,316211,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15410,45,0,0,HS-grad,9,556652,40,1,Married-civ-spouse,United-States,Craft-repair,Black,Husband,Male,Local-gov
15411,19,0,0,HS-grad,9,265576,50,0,Never-married,United-States,Handlers-cleaners,White,Own-child,Male,Private
15412,43,0,0,Some-college,10,347653,48,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15413,32,0,0,Assoc-voc,11,62374,40,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
15414,43,0,0,Bachelors,13,170230,60,0,Never-married,United-States,Sales,White,Not-in-family,Female,Self-emp-not-inc
15415,34,0,0,Bachelors,13,203051,27,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
15416,66,0,0,Some-college,10,115880,40,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-inc
15417,46,0,0,Assoc-acdm,12,181413,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,Self-emp-inc
15418,23,0,0,Bachelors,13,185554,40,0,Never-married,United-States,Prof-specialty,White,Own-child,Female,Private
15419,41,0,0,Bachelors,13,350387,40,1,Never-married,United-States,Prof-specialty,White,Not-in-family,Male,Private
15420,35,0,0,Prof-school,15,350247,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
15421,37,0,0,Bachelors,13,107737,55,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15422,63,0,0,HS-grad,9,334741,20,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
15423,43,0,0,Bachelors,13,115562,42,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15424,30,0,0,Assoc-voc,11,131584,60,0,Never-married,United-States,Craft-repair,White,Own-child,Male,Self-emp-not-inc
15425,36,0,0,Masters,14,95855,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Local-gov
15426,54,0,0,Bachelors,13,391016,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15427,36,0,0,Bachelors,13,51089,50,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Federal-gov
15428,77,0,0,Bachelors,13,117898,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15429,28,0,0,HS-grad,9,70240,40,0,Married-spouse-absent,Philippines,Other-service,Asian-Pac-Islander,Not-in-family,Female,Private
15430,39,0,0,HS-grad,9,187693,72,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Self-emp-not-inc
15431,37,0,0,Bachelors,13,341672,40,0,Separated,Philippines,Tech-support,Asian-Pac-Islander,Not-in-family,Male,Private
15432,22,0,0,Bachelors,13,289982,35,0,Never-married,United-States,Prof-specialty,White,Own-child,Female,Local-gov
15433,54,0,0,Bachelors,13,76344,50,0,Never-married,United-States,Other-service,White,Not-in-family,Female,Private
15434,21,0,0,Some-college,10,200973,20,0,Never-married,United-States,Sales,White,Own-child,Female,Private
15435,36,0,0,10th,6,111377,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
15436,62,0,0,HS-grad,9,136684,30,0,Widowed,United-States,Adm-clerical,White,Other-relative,Female,Self-emp-not-inc
15437,40,0,0,Some-college,10,176716,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15438,47,0,0,Some-college,10,166894,40,0,Divorced,United-States,Prof-specialty,Black,Unmarried,Female,Self-emp-not-inc
15439,38,0,0,Bachelors,13,243872,70,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15440,28,0,0,5th-6th,3,155621,40,0,Never-married,Columbia,Craft-repair,White,Not-in-family,Male,Private
15441,46,0,0,Bachelors,13,102597,40,0,Divorced,United-States,Prof-specialty,White,Unmarried,Female,Private
15442,22,0,0,Some-college,10,60331,35,0,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Private
15443,37,0,0,HS-grad,9,75024,25,0,Divorced,Canada,Sales,White,Unmarried,Female,Private
15444,69,0,0,10th,6,174474,28,0,Separated,Peru,Machine-op-inspct,White,Not-in-family,Female,Private
15445,43,0,0,Bachelors,13,145441,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15446,53,0,0,Bachelors,13,83434,21,1,Never-married,Japan,Other-service,Asian-Pac-Islander,Not-in-family,Female,Private
15447,20,0,0,HS-grad,9,691830,35,0,Never-married,United-States,Sales,Black,Own-child,Female,Private
15448,22,0,0,Bachelors,13,189203,50,0,Never-married,United-States,Prof-specialty,White,Not-in-family,Male,Private
15449,48,0,0,9th,5,115784,44,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
15450,40,0,0,Masters,14,280167,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Federal-gov
15451,68,0,0,Some-college,10,407338,20,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
15452,23,0,0,10th,6,315065,60,0,Never-married,Mexico,Other-service,White,Unmarried,Male,Private
15453,25,0,0,Bachelors,13,167835,38,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Local-gov
15454,22,0,0,HS-grad,9,63105,40,0,Never-married,United-States,Prof-specialty,Black,Own-child,Male,Private
15455,23,0,0,12th,8,520775,30,0,Never-married,United-States,Priv-house-serv,White,Own-child,Male,Private
15456,41,0,0,Bachelors,13,47902,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Local-gov
15457,25,0,0,Some-college,10,145434,25,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Female,Private
15458,58,0,0,Some-college,10,56392,40,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15459,33,0,0,HS-grad,9,162312,45,0,Divorced,Japan,Sales,Asian-Pac-Islander,Not-in-family,Male,Private
15460,28,0,0,Masters,14,204074,48,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15461,19,0,0,11th,7,99246,25,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Female,Private
15462,44,0,0,Some-college,10,102085,40,0,Divorced,United-States,Adm-clerical,White,Other-relative,Female,Private
15463,68,0,0,Preschool,1,168794,10,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Male,Private
15464,33,0,0,HS-grad,9,332379,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,State-gov
15465,24,0,0,HS-grad,9,233419,40,0,Divorced,United-States,Exec-managerial,White,Not-in-family,Female,Private
15466,44,0,0,HS-grad,9,57233,50,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
15467,31,0,0,HS-grad,9,442429,40,0,Separated,Mexico,Craft-repair,White,Unmarried,Female,Private
15468,29,0,0,HS-grad,9,369114,40,0,Divorced,United-States,Adm-clerical,White,Not-in-family,Female,Private
15469,65,0,0,9th,5,261334,40,0,Widowed,United-States,Sales,White,Not-in-family,Female,Private
15470,55,0,0,HS-grad,9,160303,40,0,Widowed,United-States,Adm-clerical,White,Other-relative,Female,Private
15471,49,0,0,HS-grad,9,50474,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15472,27,0,0,HS-grad,9,321577,40,0,Never-married,United-States,Machine-op-inspct,Black,Own-child,Female,Private
15473,41,0,0,HS-grad,9,29591,30,0,Divorced,United-States,Sales,White,Not-in-family,Male,Private
15474,33,0,0,Some-college,10,334744,50,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Self-emp-not-inc
15475,22,0,0,HS-grad,9,269474,40,0,Never-married,United-States,Farming-fishing,White,Own-child,Male,Self-emp-not-inc
15476,66,0,0,HS-grad,9,33619,4,0,Married-civ-spouse,United-States,Other-service,Black,Husband,Male,Private
15477,38,0,0,Some-college,10,149347,60,0,Divorced,United-States,Sales,White,Not-in-family,Male,Private
15478,43,0,0,HS-grad,9,96249,42,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
15479,40,0,0,Some-college,10,370502,40,0,Married-civ-spouse,Mexico,Handlers-cleaners,White,Husband,Male,Local-gov
15480,32,0,0,Some-college,10,188246,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15481,30,0,0,HS-grad,9,167558,35,0,Never-married,Mexico,Sales,White,Unmarried,Female,Private
15482,35,0,0,Bachelors,13,292185,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
15483,33,0,0,Bachelors,13,70164,60,0,Never-married,United-States,Prof-specialty,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov
15484,36,0,0,Bachelors,13,269722,55,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15485,33,0,0,Bachelors,13,175502,60,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
15486,53,0,0,HS-grad,9,233165,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15487,27,0,0,Bachelors,13,177351,45,0,Never-married,United-States,Sales,White,Not-in-family,Male,Private
15488,22,0,0,Bachelors,13,212114,15,0,Never-married,United-States,Handlers-cleaners,White,Own-child,Female,Private
15489,26,0,0,HS-grad,9,288959,36,0,Married-civ-spouse,United-States,Sales,Black,Husband,Male,Private
15490,64,0,0,HS-grad,9,231619,21,0,Married-civ-spouse,United-States,Sales,White,Wife,Female,Private
15491,48,0,0,Some-college,10,146919,45,0,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private
15492,23,0,0,HS-grad,9,388811,40,0,Never-married,United-States,Adm-clerical,White,Own-child,Female,Private
15493,35,0,0,Bachelors,13,98360,40,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
15494,46,0,0,Some-college,10,369538,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15495,65,0,0,Some-college,10,31740,45,0,Widowed,United-States,Exec-managerial,White,Unmarried,Female,Self-emp-not-inc
15496,18,0,0,5th-6th,3,333611,54,0,Never-married,Mexico,Other-service,White,Other-relative,Male,Private
15497,34,0,0,Prof-school,15,108247,55,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
15498,28,0,0,HS-grad,9,76129,40,0,Never-married,Guatemala,Machine-op-inspct,White,Unmarried,Female,Private
15499,37,0,0,Bachelors,13,91711,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
15500,61,0,0,Bachelors,13,166855,10,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
15501,31,0,0,Bachelors,13,43953,35,0,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Private
15502,25,0,0,Bachelors,13,84224,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Local-gov
15503,81,0,0,1st-4th,2,100675,15,0,Married-civ-spouse,Poland,Prof-specialty,White,Husband,Male,Private
15504,47,0,0,HS-grad,9,155509,35,0,Separated,United-States,Other-service,Black,Other-relative,Female,Private
15505,39,0,0,HS-grad,9,29814,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
15506,37,0,0,Some-college,10,241805,30,0,Married-civ-spouse,United-States,Other-service,Black,Husband,Male,Private
15507,44,0,0,HS-grad,9,214838,45,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
15508,37,0,0,Assoc-acdm,12,240810,45,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
15509,41,0,0,Some-college,10,154076,50,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
15510,27,0,0,5th-6th,3,175552,40,0,Married-civ-spouse,Mexico,None,White,Wife,Female,None
15511,55,0,0,Some-college,10,170287,40,1,Married-civ-spouse,Poland,Prof-specialty,White,Husband,Male,Private
15512,60,0,0,Bachelors,13,145995,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15513,23,0,0,Bachelors,13,233626,25,0,Never-married,United-States,Sales,White,Not-in-family,Male,Private
15514,19,0,0,HS-grad,9,607799,60,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Female,Private
15515,45,0,0,Some-college,10,88500,44,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
15516,36,0,0,HS-grad,9,127809,30,0,Separated,United-States,Other-service,Black,Unmarried,Female,Private
15517,46,0,0,Bachelors,13,243743,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15518,48,0,0,11th,7,177211,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
15519,39,0,0,HS-grad,9,231180,50,0,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc
15520,29,0,0,Bachelors,13,253856,20,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
15521,39,0,0,HS-grad,9,177075,40,0,Divorced,United-States,Adm-clerical,White,Not-in-family,Female,Private
15522,26,0,0,HS-grad,9,152855,40,0,Never-married,Mexico,Exec-managerial,Other,Own-child,Female,Private
15523,37,0,0,Assoc-acdm,12,191137,25,0,Divorced,United-States,Prof-specialty,White,Unmarried,Male,Private
15524,49,0,0,Some-college,10,255559,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Wife,Female,Private
15525,27,0,0,Bachelors,13,169815,40,0,Never-married,United-States,Sales,White,Own-child,Male,Private
15526,28,0,0,10th,6,221215,40,0,Never-married,Mexico,Handlers-cleaners,White,Other-relative,Male,Private
15527,35,0,0,Some-college,10,270059,30,0,Divorced,United-States,Sales,White,Unmarried,Female,Private
15528,17,0,0,10th,6,345403,40,0,Never-married,United-States,Other-service,White,Own-child,Male,Private
15529,18,0,0,HS-grad,9,194897,40,0,Never-married,United-States,Handlers-cleaners,Amer-Indian-Eskimo,Own-child,Male,Private
15530,33,0,0,Some-college,10,388741,38,0,Never-married,United-States,Adm-clerical,Other,Unmarried,Female,Private
15531,33,0,0,Assoc-acdm,12,355856,60,0,Married-civ-spouse,United-States,Sales,Asian-Pac-Islander,Husband,Male,Private
15532,51,0,0,Some-college,10,122109,35,0,Married-civ-spouse,United-States,Adm-clerical,White,Wife,Female,Private
15533,49,0,0,HS-grad,9,75673,40,0,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private
15534,41,0,0,Some-college,10,47902,35,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
15535,64,0,0,1st-4th,2,221343,12,0,Divorced,United-States,Priv-house-serv,White,Not-in-family,Female,Private
15536,40,0,0,Some-college,10,255675,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15537,49,0,0,HS-grad,9,203505,40,0,Widowed,United-States,Adm-clerical,White,Not-in-family,Female,Federal-gov
15538,23,0,0,Bachelors,13,125106,40,0,Never-married,United-States,Prof-specialty,White,Own-child,Female,Private
15539,34,0,0,Some-college,10,139890,40,0,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private
15540,47,0,0,Some-college,10,28035,86,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
15541,36,0,0,Assoc-acdm,12,163237,40,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
15542,23,0,0,Bachelors,13,55890,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Local-gov
15543,47,0,0,Some-college,10,255934,80,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc
15544,61,0,0,HS-grad,9,168654,40,0,Divorced,Canada,Adm-clerical,White,Not-in-family,Female,Private
15545,47,0,0,Bachelors,13,39986,40,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
15546,56,0,0,Bachelors,13,208451,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
15547,20,0,0,12th,8,206681,55,0,Never-married,United-States,Sales,White,Not-in-family,Female,Private
15548,33,0,0,HS-grad,9,117779,46,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Wife,Female,Private
15549,36,0,0,HS-grad,9,129150,50,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
15550,38,0,0,HS-grad,9,177273,35,0,Married-civ-spouse,United-States,None,White,Wife,Female,None
15551,34,0,0,Some-college,10,226443,40,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov
15552,56,0,0,HS-grad,9,146326,50,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
15553,32,0,0,Assoc-voc,11,187901,23,0,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Private
15554,49,0,0,Bachelors,13,188694,40,1,Never-married,United-States,Exec-managerial,White,Not-in-family,Male,Private
15555,71,0,0,HS-grad,9,187493,40,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Private
15556,19,0,0,Some-college,10,212468,15,0,Never-married,United-States,Other-service,White,Own-child,Female,Private
15557,20,0,0,Some-college,10,84726,40,0,Never-married,United-States,Tech-support,White,Not-in-family,Female,Private
15558,42,0,0,HS-grad,9,137907,35,0,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private
15559,51,0,0,Some-college,10,34361,20,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,Private
15560,38,0,0,Some-college,10,254114,40,0,Married-spouse-absent,United-States,Prof-specialty,Black,Own-child,Female,Private
15561,38,0,0,10th,6,170174,40,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
15562,35,0,0,Bachelors,13,190895,25,0,Divorced,United-States,Exec-managerial,White,Not-in-family,Male,Self-emp-not-inc
